Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
50 Great Cumberland Place Westminster Borough London W1H 7FD United Kingdom,133,7/11/2016,9.1,The Arch London, Saudi Arabia , As I was checking in during weekend it was quite difficult to reach the Hotel this seems due road closed or redirected But thanks to Hotel s staff who helped over a phone call,35,521, Staff knowledge are extremely awesome and always ready to help in all means ,15,10,9.6,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']",388 day,51.5159214,-0.1598794
59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,337,5/26/2016,7.6,New Linden Hotel, United Kingdom , TV in room did not work No plug for basin and water very slow to drain from basin as well,21,2820, Lovely breakfast,3,5,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",434 day,51.5133832,-0.1926617
81 103 Euston Street Camden London NW1 2EZ United Kingdom,556,9/27/2015,8.0,TheWesley, Singapore , No laundry bag and when requested one I was told there were none When I insisted housekeeping brought me a garbage bag And the second time I tried to submit laundry at 7 am there was no form as well as no bag and I was told I would have to wait till Housekeeping arrived at 8 am So I took the old form from my previous laundry and changed the date and used the plastic cover for my previous laundry to make a laundry bag And this is a hotel charging 275 pounds a night ,98,2347, Convenience to my office in Kings Cross and to Euston station,12,8,5.0,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 6 nights ']",676 day,51.5265353,-0.1361682
21 rue de Dunkerque 10th arr 75010 Paris France,740,10/25/2015,7.4,Mercure Paris Terminus Nord, Australia , Unfriendly staff at the reception and the surrounding is bad ,12,5575,No Positive,0,1,4.2,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 4 nights ']",648 day,48.8794843,2.3556545
116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom,105,4/14/2016,8.1,The Athenaeum, United Kingdom , Notification of the renovations should be given prior to booking ,12,364, Location and cleanliness ,5,2,5.8,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",476 day,51.504716,-0.1475618
48 Rue De L arbre Sec 1st arr 75001 Paris France,74,4/28/2016,8.6,L Empire Paris, Lithuania , the color of hotel was black almost everything black Poor breakfast choices don t go late for breakfast 9 30 there is no refill of food No welcome drink as they told us it would be before we booked ,41,619, big room and bathroom modern Nice staff ,9,22,7.1,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 4 nights ']",462 day,48.8607764,2.3427564
2 Rue Racine 6th arr 75006 Paris France,31,9/3/2016,8.3,H tel Belloy Saint Germain By Happyculture, United Kingdom ,No Negative,0,303, 2nd time staying here and would stay again Lots of eating places and a monoprix just around the corner for all your supplies ,25,2,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",334 day,48.8503901,2.3422527
Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,2623,2/28/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom , Nothing everything good ,5,12158, Location size of rooms for central London amazing and staff friendliness ,13,26,10.0,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with Internal View ', ' Stayed 1 night ']",522 day,51.5009609,-0.1165913
Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,440,2/2/2016,8.9,INK Hotel Amsterdam MGallery by Sofitel, Ireland ,No Negative,0,2574, Booked this Hotel for my Parents 30th Anniversary present The staff could not do enough for them They went above and beyond to make their stay pleasant My parents were so happy with the Hotel Room and actually stated that it was the nicest hotel they ever stayed in They said they will return again and they are quite hard to please sometimes They could not say enough about it They also stated that the breakfast was amazing and they loved the bar too So if you are thinking of going to Amsterdam Do not pass this hotel Ruth Ireland ,102,3,10.0,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ']",548 day,52.3754926,4.8929878
Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,279,5/1/2017,8.2,Sloane Square Hotel, United States of America ,No Negative,0,1140, Room quiet and very comfortable,6,2,9.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",94 days,51.4927325,-0.1573708
1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,1274,7/11/2016,7.7,Grand Royale London Hyde Park, United Kingdom ,No Negative,0,6539, Great price and location,5,3,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",388 day,51.5109945,-0.1863417
Lancaster Gate Westminster Borough London W2 3LG United Kingdom,452,9/15/2015,7.6,Corus Hotel Hyde Park, United Kingdom ,No Negative,0,2562, Excellent base for party in the park gig we where going to family room very big with 2 double beds lovely little extras like chocolates on the pillows and fluffy dressing gowns fab breakfast with lots of choice we will use again,43,5,9.6,"[' Leisure trip ', ' Family with older children ', ' Executive Family Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",688 day,51.5119446,-0.179939
1 3 Rue d Argentine 16th arr 75116 Paris France,26,10/27/2015,8.4,Monhotel Lounge SPA, Australia , the rooms are small but hey it s Paris,10,171, Friendly pro active staff Very comfortable bed Great location in a quiet street Proximity to metro and airport bus,20,18,9.6,"[' Leisure trip ', ' Couple ', ' Premium Double Room ', ' Stayed 6 nights ']",646 day,48.8743481,2.2897334
Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,156,4/21/2016,8.9,Duquesa de Cardona, United Kingdom , The construction noise When there s a discount it s for a reason I told them but the first day they blamed another building On Teusday morning I was woken up at 9 am in my holiday by hammer in the next room to mine and when I told the fro t desk there was just silence ,59,904, Great location and rooftop bar,6,22,6.7,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",469 day,41.3798658,2.1805271
Bloomsbury Way Camden London WC1A 2SD United Kingdom,387,1/1/2017,8.5,Thistle Holborn The Kingsley, Greece , Room a little small ,6,1593, Great location within walking distance of many sights Excellent breakfast and very comfortable beds The staff were very helpful especially arranging airport transfer ,25,3,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",214 day,51.5179659,-0.1234343
97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,854,7/25/2017,7.8,Holiday Inn London Kensington Forum, Saudi Arabia , Rooms are old and too small and lack some equipment comparing to the price and star rating Also money was taken from my card two times and refunded five days later after some international calls and emails when my trip almost end ,44,3867,No Positive,0,8,5.4,"[' Business trip ', ' Group ', ' Double Room Non Smoking ', ' Stayed 8 nights ']",9 days,51.4942305,-0.1851141
Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,282,4/24/2016,8.6,Grand Ferdinand Vienna Your Hotel In The City Center, United Arab Emirates , Nothing,2,2378, Everything superb,3,9,10.0,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",466 day,48.2022415,16.3749336
Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,199,3/27/2016,8.6,Art Hotel Navigli, Ireland ,No Negative,0,3636, Excellent location friendly staff fantastic breakfast,7,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",494 day,45.4501306,9.1696481
626 Chiswick High St Chiswick London W4 5RY United Kingdom,562,12/6/2016,8.5,Clayton Hotel Chiswick, United Kingdom , That the moment we arrived they wanted to charge us for parking that they decided they would implement due to Christmas parties being held not good when you are on a treat for your birthday with the family and don t get to sleep due to very noisy part goers Hairdryer didn t work dark bathroom someone s dirty socks left behind makes you wonder are they actually cleaning The duty manager was brought to us and I explained I wasn t paying the parking as I d booked ages before so the parking was wavieried on this occasion,100,1944, The location of the hotel the decor and the comfortable bed if we had of slept due to the noise ,22,15,6.3,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",240 day,51.4924184,-0.2784701
Boquer a 10 Ciutat Vella 08002 Barcelona Spain,392,5/18/2017,8.5,Petit Palace Boqueria Garden, Australia , Nothing,2,3602, Location and staff really good ,7,5,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",77 days,41.3812223,2.1739622
10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,641,10/1/2015,8.7,Holiday Inn London Stratford City, United Kingdom ,No Negative,0,2130, We needed somewhere near Stratford International so location was perfect for us it s good for getting into Central London too but don t expect all of London to be on your doorstep here ,36,2,8.8,"[' Business trip ', ' Couple ', ' Queen Room Disability Access Non Smoking ', ' Stayed 1 night ']",672 day,51.5426054,-0.0072708
43 Rue De l Abb Gr goire 6th arr 75006 Paris France,6,10/15/2016,8.5,Hotel Le Saint Gregoire, United Kingdom , Furniture battered rather than distressed Towels and d cor adequate Wiring on a lamp and socket need attention ,20,106, Very clean Comfortable bed Friendly and helpful personnel ,10,16,8.8,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",292 day,48.8471891,2.3260138
Via Manin 7 Milan City Center 20121 Milan Italy,175,8/23/2016,8.4,Hotel Manin, United Kingdom ,No Negative,0,1757, Excellent venue for business,5,6,10.0,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 2 nights ']",345 day,45.4739801,9.1960671
117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,229,11/17/2015,7.8,Park International Hotel, United States of America , Poor quality beds musty smell in hotel corridors no free wi fi except in the lounge with 1 hr limit ,22,1252, Location some staff were quite pleasant clean rooms,9,23,7.1,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 13 nights ']",625 day,51.4945144,-0.1866172
Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,391,1/9/2016,8.8,25hours Hotel beim MuseumsQuartier, Ecuador , The corridors leading to the room are in need of repair and clean The elevator is a bit slow and small ,23,4324, The perfect place to merge the old and the new Viena ,13,9,8.8,"[' Leisure trip ', ' Family with older children ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",572 day,48.2064745,16.3546297
163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,2682,4/25/2017,7.1,Britannia International Hotel Canary Wharf, Ireland , It s a shame but there was alot not to like such as staff interaction was poor lack knowledge of the area cleaning staff knocking on the door at 8am regardless of DND sign The wall paper in the room was filthy and ripped the ceiling had unfinished work done to it looked really bad The breakfast was extremely poor but the staff where lovely The main bar Fridays only open for an 90 on bank holiday Sunday 0 atmosphere a shame really No intrest show in accomodation marathon runners with regard to travel advise or meals for overall quality barely scrapes 2 stars ,106,9086, The only bonus is that this hotel was situated on the 18mile mark of the marathon ,18,3,3.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room without Window ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",100 day,51.5019097,-0.0232208
1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom,704,2/7/2016,8.3,Novotel London West, United Kingdom , The eggs at breakfast cold,6,2443, Comfortable clean friendly good value Would use this hotel again ,12,1,9.6,"[' Leisure trip ', ' Couple ', ' Executive Premium Room with a Queen Bed ', ' Stayed 1 night ']",543 day,51.4919588,-0.2200956
33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,989,8/3/2017,8.4,Park Grand London Kensington, United Kingdom , The room given had a adjoining door so I could hear everything next door including very loud music and a lot of moaning and screaming fro 1 30am to 6 00pm of an intimate nature The occupants are entitled to that but my room wasn t fit for purpose I did complain about the former problem and eventually the music stopped the second problem I thought it futile On checking out very early and recounting this problem to the reception staff I was offered a coffee Couldn t wait to leave to get some sleep at home ,99,4660,No Positive,0,2,4.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.4938468,-0.1917582
Via Santa Sofia 10 Milan City Center 20122 Milan Italy,325,6/9/2016,8.5,Uptown Palace, Italy ,No Negative,0,2901, Gluten free options available ,6,1,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",420 day,45.4574655,9.1919138
Piazza Quattro Novembre 3 Central Station 20124 Milan Italy,121,7/30/2017,8.8,NYX Milan, Turkey , Actually tv channels could be more international ,9,1056, The view was great Also 3 minutes walk from central train station Room decoration was also excellent ,19,4,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4 days,45.4868745,9.2018406
